userName,score,at,content
Rommy Fadjar,2,2021-01-07 23:43:13,"Aku kasih bintang dua dulu di karenakan CS nya lama tidak tanggap, contohnya penggantian nomer rekening saya yang sudah seminggu lalu belum di proses dan belum selesai sampai sekarang. Tolong untuk customer service lebih cepat tanggap lagi dalam beberapa keluhan yang di alami sobat ajaib, Terimakasih ajaib"
Irham M.R,3,2021-01-06 01:58:19,"tolong berikan fitur koreksi email jika pas pendaftaran ada salah ketik, saya tidak bisa memverifikasi email saya karna pas pendaftaran salah ketik yg seharusnya @gmail malah @gnail akibatnya tidak bisa verifikasi. jadi tolong developer segera tambahkan fitur koreksi email. terimakasih"
Fahrizal sukardi,1,2021-01-06 01:16:02,"Pingin nyoba investasi lewat aplikasi ini tapi baru diawal saja sudah bermasalah, entah kenapa NIK tidak ditemukan, sudah berulang dicoba hingga isi manual tetap tidak bisa, mohon diperbaiki. Sementara uninstall dulu"
Seno Aji,1,2021-01-04 07:41:36,"Sering error apk nya...klo buat pemula yg gak butuh fast trading cocok bgt...hanya buat belajar saja...sama yg suka hold jangka panjang...parah bgt klo buat fast trading,sangat2 tdk cocok...walaupun dana yg dipake utk invest 25jt up dgn janji real time tp sistem nya yg sering error sangat memgganggu..."
ahmad yani,3,2021-01-04 06:51:33,"Tolong AJAIB diperbaiki program nya sering delay + error tiba"" rdn hilang, Sama data realtime nya dimudah kan syarat nya jng yg transaksi >25jt,...kisaran 10jtan saja atau ngga bikin updated realtime yg berbayar atau ngga delay 5-7mnt saja, 10-15 menit terlalu lama, di BEI ada kok biaya lisensi perbulan nya untuk yg mo real-time, di aplikasi Philips sekuritas malah gratis asalkan biaya bersih transaksi di > 25k"
Donny Pradana,1,2021-01-04 06:08:37,Registrasi gagal terus karna nomor KTP tidak valid padahal data udah dibetulkan. Udah nanya ke Customer Service tapi pelayanan Customer Servicenya juga lama. Tidak cepat tanggap terhadap keluhan pengguna aplikasi. Mengecewakan.
Gun Awan,3,2021-01-04 03:11:43,"Di awal awal bagus aplikasi nya berjalan lancar. Sekarang saya merasa banyak masalah. Entah ga bisa masuk aplikasi, entah ga bisa pasang jual atau beli saham. Entah dana tiba tiba bisa kosong. Agak aneh belakangan ini. Semakin lama reputasi semakin jelek, kalau tidak segera di perbaiki."
Dhaul_ Authan,4,2021-01-04 02:33:52,"Pagi min, saya mau tanya. Saya sudah lakukan penjualan, abis itu sudah matc. Tapi kok uang itu ga masuk ke saldo RDN , cuma nambah di Buying power doang, terus gimana mau tarik kalo uang hasil penjualan ga masuk ke saldo RDN. Tolong infonya . Terimakasih"
Tyas Arini,1,2021-01-02 18:13:25,"Saya sudah berkali kali install-uninstall app ini.. Tidak pernah berhasil buka app nya, pdhl saya serius lho pengen inves, tp app nya malah gabisa dibuka 😞"
Gusti Wira,5,2021-01-01 13:03:04,"Tolong agar di buatkan tombol jual otomatis reksadana di akun ajaib, investor bisa mengaktifkan tombol jual otomatis reksadana juga bisa tidak, tanggal/bulan/tahun terjual otomatis agar bisa di atur oleh investor sendiri. Jadi kalau terjadi apa apa pada investor, dana bisa masuk otomatis ke rekening investor setelah reksadana terjual otomatis."
Muhammad Yosep Yohanda,5,2021-01-01 11:29:00,"Aplikasi Ajaib sangat bagus untuk saya sebagai pemula. Mulai dari tampilan saat pendaftaran akun baru yang tidak rumit, tampilan yang sangat friendly, dan mudah dioperasikan. Buat pemula seperti saya aplikasi ini sangat recommended."
Wasis Sukrisno,5,2020-12-31 00:52:21,"Awalnya sih susah untuk daftar, kemarin sempet gagal juga buat akun dari Oktober, ternyata pas saya buka awal Desember, ternyata sudah bisa akunnya, langsung segera mulai investasi deh, aplikasi mantap, mudah menggunakannya."
Anwar Mustofa,1,2020-12-30 16:23:18,"App error mulu, uda bikin akun, dan diminta login ulang, ketika login ulang email dan password benar, tapi ttep mau masuk, yauda saya gunakan bantuan ""lupa password"", tapi keterangan utk mengkonfirmasi pesan masuk yg sudah di emailkan, tapi termyata gak ada pesan "" AJaib"" yg masuk..... Jadi bingung sama app ini... Sponsorin iklan dimana2 pas login kek gitu salah mulu, ada niatan bkin app kagak? Sistem lu bnerin dulu baru ngiklan dimna2"
M Shepriyani,5,2020-12-28 10:45:17,"Aplikasinya sangat membantu terutama buat orang-orang pemula yang lagi belajar ttg pasar modal. Selain itu, Fitur lengkap dan mudah banget digunain!"
David firnando,1,2020-12-26 01:41:31,"Mau memulai investasi tapi di minta melengkapi data diri dulu, stelah di isi terakhir malah gak bisa memfiniskan datanya. Sudah berkali"" mengulangi tetap gak bisa. Aneh tapi nyata, why?"
frisca octaviyana,5,2020-12-25 05:39:12,"Bagus buat pemula yang blm paham gimana berinvestasi,,, :) dan requirement buat akun nya pun juga mudah, tapi mungkin karena kemudahan itu bisa mengundang nasabah membuat akun baru dan terjadi overuser pada aplikasinya (sekuritas sebelah dpt masalah ini sebelumnya, semoga bisa jadi antisipasi). Lancar terus, ajaib!"
Heru A,3,2020-12-25 03:21:41,"Ini kenapa ya ajaib 3 hari terakhir kok susah dibuka,loadingnya lama,sekarang udah bisa masuk,tpi grafik gk muncul,padahal sinyal bagus,tolong diperbaiki dan beri pemberitahuan klo lg ada masalah"
Faisal Arif,4,2020-12-24 15:53:48,Halo pengembang ajaib saya sudah menginstal aplikasi ajaib dan ketika ingin dijalankan selalu tidak bisa dan layar muncul tulisan HTTP 405 Padahal sebelumya masih bagus bagus saja kenapa bisa begini ya mohon perbaikan nya saya memakai hp Resmi Note 8
Sahabat Muda JK,1,2020-12-24 04:32:42,"Aplikasi selalu error tidak dapat digunakan. Selalu ada pemberitahuan ""Silahkan dicoba lagi, periksa koneksi internet anda"" padahal saya gunakan wifi dan paket data 4G. Tingkatkan layanan aplikasi jangan bug terus appnya"
Ferdy Fachrul Widanta,1,2020-12-24 02:21:05,"Dimohon kepada aplk ajaib, kenapa aplik loading terus? Padahal jam perdagangan dimulai jam 9, tapi knp aplikasi loading terus?? Contoh aplikasi sblh dong cara kerjanya.. kalau mau maintance jgn disaat jam perdagangan😒 kasihan yg mau trading"
Andreas Horiono,1,2020-12-23 07:54:13,delay datanya mantap.. buka jam 09.00 data msk 5 mnt kemudian kejadiannya pada 22 - 23 desember.. mantap.. sy tdk merekomendasikan apps ini untk tmn2 yg mau berinvestasi saham dan sy tdk mengada2 dan benar adanya.. dan sy merasa dirugikan berinvestasi dgn delay data seperti itu.. terima kasih
Netri Alia Rahmi,3,2020-12-23 06:52:20,"Aplikasinya sangat bagus dan bermutu. Untuk milenial yang pen belajar saham recomended bgtt sihh, soalnya ada fitur berita dan porto yang jelas dan detail. Jadii kita bisa mempelajarinya baik itu dengan technical analysis maupun dengan fundamental analysis. Tapii sangat disayangkan sekali aplikasinya sering error dan desainnya kurang kekinian/terlalu membosankn. Semoga developer bisa segera meningkatkan kinerja dan performa aplikasinya."
Allpandu putra,1,2020-12-22 19:04:55,"Aplikasi ga jelas, penarikan RDN bermasalah, tiap mau tarik selalu keluar ""account invalid, register bank to CS"" padahal nomor rekening sudah benar, nama juga sudah sesuai, saat kontak CS yg balas cuma bot, kadang CS juga balas itu pun slow respon mungkin karna banyak yg complaint, aplikasi juga kebanyakan bug sering bermasalah baik APK maupun di WEB, jam kerja bursa bisa error web sama apk, aplikasi anda ngelucu"
Anissa Urohmah,3,2020-12-22 10:52:39,"Aplikasinya kadang susah dibuka saat jam bursa. Saya sudah top up ke RDN saya tapi baru masuk beberapa jam kemudian saat pasar bursa sudah tutup. Customer servicenya juga lama sekali responnya. Tolong diperbaikki ya ke depannya, karena menurut saya aplikasi ini mudah untuk dipakai untuk pemula seperti saya."
Luwak White Coffe,1,2020-12-22 10:17:04,"Top up jam 1, masuk nya jam 4. Bilang nya 30menit, tau nya 3 jam baru top up nya masuk. Diketentuan kalo 30 menit gak masuk top up nya, hbngi CS nya. Aku udah hubungi berkali2 slow respon."
Irvan fauzi,1,2020-12-22 09:27:05,Saya sudah top up melalu flip dan transaksi berhasil. Tapi di saldo RDN belum masuk. Sudah hampir 3 jam setelah transaksi tapi belum ada notif juga. Tolong dibantu miiiiiin
Den Aji,1,2020-12-22 03:40:29,"Parah RDN ga diurus dan ga jadi"" sudah sebulan lebih dari daftar..sudah coba kontak customer servis melalui email jawabanya sama aja ga ada yang memuaskan alhasil saya delet aja aplikasinya.. saya sudah 3 tahun pakai aplikasi reksadana yang hijau daftar cepat respon cepat..ini baru mau kpikiran pindah aja ehh parah abis pelayanan nya ajaib saya ga akan edit ini ulasan ini kecuali ada tanggapan dari pihak ajaib..gimana mau cerdas ber investasi kalo aplikasi nya aja mbulet gini"
Saskia Naomi Sitinjak,2,2020-12-22 03:10:51,"Kenapa aplikasi ajaib saya tidak bisa dibuka dgn alasan jaringan ya? Padahal jaringan internet saya bagus, dan berulang kali dibuka tetap menyalahkan jaringan dan saya juga udah update aplikasi tetap gabisa buka, Padahal saya baru top up akun ajaib saya, dan seketika sudah di transfer, jadi payah lagi untuk masuk ke aplikasinya.. Bagaimana ini min?"
Nur Arifah Hidayatun,4,2020-12-22 03:10:01,"Aplikasi saya mendadak eror dan tidak bisa dibuka, saya coba terus kemudian loading dan muncul tulisan ""ada yang salah, coba lagi"", saya coba berulang kali tetap seperti itu, bagaimana ya penyelesaiannya?"
Sams Ungs10,1,2020-12-22 03:07:30,"Sering error, sehingga selalu telat saat buy sell. Baik aplikasi maupun web browser. Utk pengaduan dan tindakan lama tanggap. Sejauh ini belum rekomen selama belum ada tindakan perbaikan."
Dayst 91,3,2020-12-22 02:59:09,"Mohon dilakukan perbaikannya mengenai pusat pelayanan jaringan agar tetap stabil pada saat pasar saham mulai dibuka sekitar jam 9-10 pagi sering mengalami buffering, karena dengan demikian kami selaku investor pemula bisa merasa nyaman, tidak mengapa jika diperlukan update aplikasi dan memperbesar ruang sistem aplikasi yg dibutuhkan jika itu memang membantu kelancaran sistem. Terima kasih"
Dejavu X,1,2020-12-22 02:55:11,"Tiada hr tanpa error!! Buat yg mw trading,JGN DOWNLOAD LAH..bukan untung malah RUGI,mau jual diharga tinggi eh apknya error?terlalu amatir untuk terjun di bidang ini,kalo belum siap jgn sembarangan keluarin apk,programernya ganti,kalo ngak liat aja semua bakal JERA untuk pakai ini ajaib."
Deo Bukit,1,2020-12-21 12:51:38,"Tolong pihak ajaib kerjanya jangan lelet. Keterlaluan sekali keterlambatannya. Katanya 1 sampai 2 hari proses verifikasi. Tapi sudah seminggu menunggu tapi tidak ada hasil. Memuakkan. Perbaiki kualitasmu. Jangan salahkan ratingku, salahkan kualitasmu. Terimakasih"
Maria Oktavia,1,2020-12-21 07:41:49,"gimana sih ini daftar dari 18 des sudah 3 hari statusnya pembukaan akun saham sedang diproses trs. yg reksadana malah bisa. bikin kesal aj. trs ngapain instal ajaib klo ujung"" nya ke reksadana !!! payah banget nie aplikasi. adek sy daftar gak lama sudah bisa pakai giliran sy yg daftar malah begini pembukaan akun saham status masih proses & ini udh 3 hr'an !!!!!!!"
Hujan Api,1,2020-12-21 03:50:49,"Tolong fokus kinerja aplikasi dulu, sangat merugikan di jam2 pasar, belum buat auto stoploss , tiba2 error , hangus dah duit.. belum lagi buy power terkadang tidak sesuai jumlah top up,,sehingga menyusahkan wkt ingin buy.."
Arnaldo/ aldo,1,2020-12-18 07:37:53,"Order book (bid ask) nya suka delay, ga real time. Mending kalo emang udah punya target price langsung bikin auto order, daripada ngebid lalu delay dan malah ga dapet cuan :("
Wahyu Ihsan Pradana,3,2020-12-18 03:12:55,"Dari ui sampai ux nya emang paling mantep, sangat memudahkan bagi pemula seperti saya. Satu satunya minus hanya delay data yang SANGAT LAMA untuk pengguna yang transaksi dibawah 25jt, hingga 15 menit delay nya. Semoga ke depan nya kebijakan ini bisa ditiadakan, sehingga bisa semakin betah menggunakan Ajaib. Kalo udh diperbaiki, bintang nya ditambah deh."
Andi AkbarW,5,2020-12-18 02:15:41,"Overall saya puas menggunakan aplikasi ajaib, mulai dari user interface yang minimalis dan informatif, pembayaran yang banyak pilihannya. Saran diberi kanal khusus untuk belajar tentang fundamental analisis dan tambahan fitur mode tema gelap kedepannya."
Qurratuaini Qurratuaini Zhafirah,5,2020-12-17 22:48:24,"Aplikasi yang cocok bgt buat para pemula yg ingin belajar investasi saham dg mudah. Namun saran saya, buat tim pengembang ajaib bikin fitur rekapan haisl tranding harian atau bisa tahunan? Agar para trandeder bisa mudah melihat perkembangan investasi."
Irsyaad Addzikra,1,2020-12-17 09:51:29,"Pendaftaran ribet gak kayak aplikasi yang lain cuma butuh ktp sama nomor rekening Doang gak pake yang lain,Jadi pengguna juga merasa aman tanpa memberikan banyak data pribadi kepada developer."
Arisman Edward Gulo,1,2020-12-17 07:56:51,"Kenapa ya Delay parah banget, setiap kali mau TP selalu ga realtime... udah di setting auto order jg masih tetap ga jalan di angka yg mau padahal di aplikasi lain udah dapet angka yg disetting.... ujung2nya jadinya loss... hufftt"
Didih Adhi,4,2020-12-16 02:26:40,Pendaftaran akun menggantung.. Sudah lama kurang lebih 1 bulanHanya berita sedang dalam proses pendaftaran.. Apa memang selama itu .. Dan belum ada kejelasan..
Moelyareja,1,2020-12-15 16:18:36,"Saya gak ngerti ajaib ini , kenapa transaksi gak jelas banget alurnya saldo di RDN , power buying , pending bisa berubah/ berganti nominal dan cenderung malah berkurang terus padahal saya gak pake untuk transaksi saham ( buy/sell ) call center jg gak jelas komplain by email jg lambat"
Lie Meviana Sanjaya,2,2020-12-15 08:11:49,"Sebagai pemula saya sangat terbantu, applikasi ini tampilan dan penggunaanya simple untuk pemula. akurasi dan koneksi nya tolong ditingkatkan ya, karena sering telat dapat harga bagus dan menyebabkan kerugian. Menurut sy lebih cocok untuk yg semi invest, kalo trading terlalu berisiko Terimakasih"
Maulana Muhammad El Sulthan S Kom,5,2020-12-14 07:43:40,"Aplikasi yg luar biasa,, saya bisa belajar saham dengan mudah di aplikasi ini.. prosesnya mudah, top up dananya bebas, dan desain UI nya keren dan mudah dipahami"
Ajengs rahayu,4,2020-12-13 11:20:15,"Aplikasinya bagus banget sih, aku udah coba bulan lalu. Ini rekomendasi buat anak muda yang mau belajar investasi. Cara daftarnya gampang. Tapi bulan lalu, waktu aku daftar KTP ku ga ke deteksi :("
Ardhia Ramadani,1,2020-12-10 04:56:28,Ga bisa di pakai udah hampir 1 bulan . Kenapa ya ? Tulisannya akun sedang di periksa butuh waktu 2 hari . Tapi 1bulan lebih juga belum bisa di gunakan . Sudah chat maupun via email tapi tidak ada respon . Semoga ke depannya bisa lebih baik
AHSANUL HAQ,1,2020-12-09 22:54:44,"Tidak bisa top up, selalu tertulis "" ada yang salah, silahkan coba lagi"", padahal saya sudah punya akun yang terverifikasi, kalau satu kali dalam 24 jam, masih seperti itu, terpaksa saya uninstall ini aplikasi, lbh baik kembali ke aplikasi BAREKSA"
Fany Ardiansyah,4,2020-12-07 15:03:38,"Pengalaman saya saat top up untuk Reksadana cukup cepat ga lebih dari 2 jam. Tapi kalo bisa ya lebih instant lagi aja hehe, lalu kebanyakan orng mengeluh kan soal CSnya Dan saya sebenernya juga khawatir Soal itu, karena jika ada masalah kalau tidak segera ditangani kan repot juga. Apalagi ini platform yg menangani keuangan. Harusnya di benahi lagi untuk CS nya dalam menangani user Ajaib ini"
Saif Ismail,5,2020-12-06 09:16:46,"Ud 4 bulan pake bagus, top up rdn tidak ada kendala begitu juga penarikan tidak ada kendala, jam awal pembukaan lama loading mau masuk. Auto order kalau bisa diupdate lagi dalam 1 auto order ada 3 pilihan Stop loss, Profit taking, Trailing stop"
apt. Norvi Fazriyah,2,2020-12-04 13:06:04,All good. TAPI hati-hati kalo mau top up ya. Karna misal top up 1000 lalu berubah pikiran mau tarik dana 200. Nah saat tarik dana ini LAMA SEKALI masuk ke rekening. Bahkan sampai sekarang pun belum masuk-masuk. respon CS buruk sekali. Apa mungkin gak ada CS? Karna hubungi sana sini no respond at all. So bad.
Mang Yana 2,1,2020-12-04 04:35:54,"Auto order tidak berfungsi..padahal harga yang di set lebih tinggi dari harga saham belum juga kebeli.. Aplikasi tidak realtime, sering loading..gmn cara belinya... Rating akan dirubah ketika sudah ada perbaikan.."
godeliva invita,1,2020-12-03 04:24:31,"Hari ini saya top up RDN melalui aplikasi dana dari jam 9 pagi sampai sekarang belum masuk . Cs di chat di email, GA ADA respon.. apps kebanyakan lag dijam bursa... gimana hasil uang saya gantung doang ! Gmn mau transaksi, lama !"
ZhauJr Channel,1,2020-12-01 23:26:52,Awal ya saya mau instal ajaib krn bs topup gak di batasin. Setelah saya coba 3 mgg sering ada lag sudah di maintenance msh lag. Nah skrng ada syarat dan ketentuan yg bikin saya kecewa. Saat di bid ask di paling bawah ada tulisan delay 10-15 mnt bagi yang trading di bawah 25jt wah jelas ini mengecewakan ya. Saya baru sadar lagi mau pindah ke aplikasi tetangga aja. Maaf ya.
Leona Felisia,3,2020-12-01 11:35:01,Halo kak. Saya kasi bintang 3 dulu. Kenapa waktu saya update tdk bisa ya ? Munculny tertunda mulu pdhl sinyal bagus. Apkh sy uninstall dn install lgi akun sy akan kmbli ? Mohon responny yaa 🙏 alangkah baikny jika hal ini bisa segera teratasi .. Terima kasih
Soerury Achmad,3,2020-12-01 10:47:46,Kadang awal buka jam pasar suka lemot... Ini mau buka aplikasi suruh update..tapi mau update kok tidak bisa..gimana min..mau masuk jg tidak bisa..mohon di baikin
Saffitri,5,2020-11-30 10:44:51,"rekomen banget deh. aplikasinya cocok untuk pemula yang ingin coba investasi. pendaftarannya gampang, mudah digunakan, dan paling penting udah terdaftar juga di ojk jadi terpercaya banget deh ini aplikasinya"
